	dlow	dhigh	spellName	spellClass	spellLevel
	9999	9999	Tactical Insight	bard6, inquisitor6
	9999	9999	Ceremony	cleric_oracle1
	9999	9999	Dragon Turtle Shell	alchemist3, cleric_oracle3, druid2, sorcerer_wizard3
	9999	9999	Draconic Suppression	sorcerer_wizard5, witch5
	9999	9999	Dragonvoice	alchemist2, bard2, sorcerer_wizard2, witch2
	9999	9999	Dungeonsight	bard4, cleric_oracle5, inquisitor4, sorcerer_wizard5
	9999	9999	Erode Defenses	magus2, sorcerer_wizard3, witch3
	9999	9999	Gravity Well	druid6, sorcerer_wizard5
	9999	9999	Heart Of The Mammoth	cleric_oracle8, druid8, sorcerer_wizard8, witch8
	9999	9999	Illusory Hoard	bard4, sorcerer_wizard5
	9999	9999	Kreighton's Perusal	bard1, cleric_oracle1, magus1, sorcerer_wizard1
	9999	9999	Page-Bound Epiphany	bard2, cleric_oracle2, magus2, sorcerer_wizard2
	9999	9999	Collaborative Thaumaturgy	bard3, cleric_oracle3, druid3, magus3, summoner3, sorcerer_wizard3, witch3
	9999	9999	Sure Casting	bard1, cleric_oracle1, inquisitor1, sorcerer_wizard1, witch1
	9999	9999	Cauterizing Weapon	bard2, magus2, ranger2, sorcerer_wizard3
	9999	9999	Tactical Miscalculation	bard2, inquisitor2, ranger2
	9999	9999	Wall Of Light	druid5, sorcerer_wizard5
	9999	9999	Blood Song	bard4
	9999	9999	Hallucinogenic Smoke	cleric_oracle4, witch4
	9999	9999	Jungle Mind	druid5, oracle5, ranger4
	9999	9999	Lay Of The Land	cleric_oracle2, bard2, druid2, ranger2, witch2
	9999	9999	Source Severance	cleric_oracle6, druid6, witch6
	9999	9999	Tectonic Communion	druid7
	9999	9999	Anti-Summoning Shield	bard2, inquisitor3, sorcerer_wizard2, summoner2
	9999	9999	Burst With Light	cleric_oracle4, paladin4
	9999	9999	Detect Demon	cleric_oracle1, inquisitor1, paladin1
	9999	9999	Protection From Outsiders	cleric_oracle2, inquisitor2, paladin2
	9999	9999	Righteous Blood	inquisitor2, paladin2
	9999	9999	Telepathic Censure	bard2, inquisitor2
	9999	9999	Contact Nalfeshnee	cleric_oracle6, sorcerer_wizard6, witch6
	9999	9999	Ascension	cleric_oracle9, druid9, sorcerer_wizard9, witch9
	9999	9999	Bleed Glory	cleric_oracle3, sorcerer_wizard3, witch3
	9999	9999	Deathless	alchemist4, cleric_oracle4, inquisitor4, sorcerer_wizard4, witch4
	9999	9999	Lend Path	bard4, cleric_oracle5, druid5, magus4, sorcerer_wizard5, summoner4, witch5
	9999	9999	Mythic Severance	cleric_oracle4, inquisitor3, sorcerer_wizard4, witch4
	9999	9999	Restore Mythic Power	bard3, cleric_oracle3, sorcerer_wizard3, witch3
	9999	9999	Share Glory	bard2, cleric_oracle3, druid3, sorcerer_wizard3, summoner2, witch3
	9999	9999	Steal Power	cleric_oracle5, sorcerer_wizard5, witch5
	9999	9999	Terraform	cleric_oracle7, druid6, sorcerer_wizard7, witch7
	9999	9999	Apparent Treachery	bard3, inquisitor3, sorcerer_wizard4
	9999	9999	Film Of Filth	cleric_oracle4, druid4, ranger3, sorcerer_wizard4
	9999	9999	Lightning Lash	cleric_oracle3, inquisitor3, ranger2, witch3
	9999	9999	Maw Of Chaos	cleric_oracle8, sorcerer_wizard8
	9999	9999	Summon Greater Demon	cleric_oracle9, sorcerer_wizard9, witch9
	9999	9999	Summon Lesser Demon	cleric_oracle5, sorcerer_wizard5, summoner4, witch5
	9999	9999	Unleash Pandemonium	cleric_oracle5, summoner5, witch5
	9999	9999	Vermicious Assumption	cleric_oracle6, summoner6
	9999	9999	Borrowed Time	alchemist6, bard6, magus6, sorcerer_wizard6
	9999	9999	Elemental Bombardment	druid7, sorcerer_wizard7
	9999	9999	Imbue With Flight	sorcerer_wizard4
	9999	9999	Soulreaver	cleric_oracle8, sorcerer_wizard8, witch8
	9999	9999	Sustaining Legend	bard5, cleric_oracle6
	9999	9999	Accursed Glare	antipaladin3, sorcerer_wizard3, witch3
	9999	9999	Share Skin	druid6, witch6
	9999	9999	Share Skin, Greater	witch8
